docId,filename,top topics, and contribution to doc ...
30,/Users/lynn/Documents/My Talks and Courses/TopicNetworksPyladies/./data/mixed_chapters/eljames_fiftyshades_ch23.txt,2,0.416,8,0.340,12,0.052
31,/Users/lynn/Documents/My Talks and Courses/TopicNetworksPyladies/./data/mixed_chapters/grimms_hanselgretel.txt,11,0.597,4,0.168,9,0.078
32,/Users/lynn/Documents/My Talks and Courses/TopicNetworksPyladies/./data/mixed_chapters/grimms_snowdrop.txt,11,0.499,4,0.266
33,/Users/lynn/Documents/My Talks and Courses/TopicNetworksPyladies/./data/mixed_chapters/grimms_wateroflife.txt,4,0.430,11,0.270,3,0.161
34,/Users/lynn/Documents/My Talks and Courses/TopicNetworksPyladies/./data/mixed_chapters/lewis_lionwitch_ch1.txt,9,0.377,4,0.165,8,0.114,11,0.083,5,0.078,6,0.064
35,/Users/lynn/Documents/My Talks and Courses/TopicNetworksPyladies/./data/mixed_chapters/lewis_lionwitch_ch12.txt,9,0.485,4,0.175,8,0.103,5,0.057,11,0.056
36,/Users/lynn/Documents/My Talks and Courses/TopicNetworksPyladies/./data/mixed_chapters/lewis_lionwitch_ch14.txt,9,0.503,4,0.127,8,0.097,11,0.079,5,0.053
37,/Users/lynn/Documents/My Talks and Courses/TopicNetworksPyladies/./data/mixed_chapters/lewis_lionwitch_ch2.txt,9,0.515,11,0.104,8,0.100,4,0.092,5,0.052
38,/Users/lynn/Documents/My Talks and Courses/TopicNetworksPyladies/./data/mixed_chapters/meyer_twilight_ch1.txt,5,0.409,8,0.177,12,0.098,4,0.098,6,0.061
39,/Users/lynn/Documents/My Talks and Courses/TopicNetworksPyladies/./data/mixed_chapters/meyer_twilight_ch15.txt,5,0.303,8,0.220,4,0.135,12,0.097,9,0.080
40,/Users/lynn/Documents/My Talks and Courses/TopicNetworksPyladies/./data/mixed_chapters/meyer_twilight_ch2.txt,5,0.459,8,0.172,12,0.106,4,0.094,6,0.056
41,/Users/lynn/Documents/My Talks and Courses/TopicNetworksPyladies/./data/mixed_chapters/meyer_twilight_ch21.txt,5,0.380,8,0.202,4,0.117,12,0.095,6,0.055
42,/Users/lynn/Documents/My Talks and Courses/TopicNetworksPyladies/./data/mixed_chapters/stevenson_treasure_ch1.txt,4,0.465,6,0.133,11,0.101,8,0.067,12,0.054
43,/Users/lynn/Documents/My Talks and Courses/TopicNetworksPyladies/./data/mixed_chapters/stevenson_treasure_ch2.txt,4,0.623,8,0.078,9,0.060,6,0.056
